name,price.Ask,date,TSI,age,days,special,keep,defn,play,wing,pase,score,sp,form,stamina,wage,playerId,link,priceSell,Date.Sell,sold?
Png Kang Chun,2500000,4/6/2020,15330,19,107,-,1,6,8,7,9,5,2,6,7,1044,443695238,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443695238,750000,1/6/2020,Sin Vender
Dante Bigolin,2000000,4/5/2020,16410,19,107,-,1,2,12,4,6,3,5,6,7,4380,443455721,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443455721,2122620,4/4/2020,Sin Vender
Joel LÃ¤hde,5000000,4/3/2020,42470,19,108,-,1,2,14,2,5,5,3,6,7,9684,443405260,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443405260,3060000,12/31/2019,Sin Vender
Vojislav CrnÄeviÄ‡,250000,4/1/2020,8320,19,109,-,1,4,7,4,10,3,3,6,9,564,444638496,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444638496,273000,4/1/2020,Vendido
Samuele Astengo,3060000,4/6/2020,23960,19,110,Technical,2,3,12,4,8,4,2,7,7,1836,443409314,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443409314,3060000,4/6/2020,Vendido
BolesÅ‚aw Bara,432000,4/5/2020,5180,19,110,Unpredictable,1,2,9,4,8,2,3,6,7,1044,443490245,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443490245,77000,12/20/2019,Sin Vender
Elvezio Vallebona,1500000,4/4/2020,15170,19,110,Technical,1,4,11,4,8,3,1,7,7,2580,443662798,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443662798,1500000,4/3/2020,Sin Vender
Lev Lipovtsev,2999999,4/5/2020,25960,19,110,-,1,4,13,2,7,4,3,5,7,6276,443387968,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443387968,2866200,2/23/2020,Sin Vender
Drew Simpson,13000,3/26/2020,6560,19,111,-,1,3,9,3,8,3,3,6,7,1092,444290176,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444290176,503000,4/4/2020,Vendido
BenoÃ®t Birot,1000,4/6/2020,1560,19,111,-,1,5,7,4,5,4,4,4,5,612,447580315,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447580315,1000,1/30/2020,Sin Vender
Adalbert Mohn,214000,4/6/2020,4730,20,0,Head,1,3,9,3,5,2,6,6,7,1812,444675631,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444675631,284000,4/6/2020,Vendido
Mauro Grandini,77777,4/1/2020,2890,20,1,Powerful,1,2,7,4,8,4,2,5,6,660,444496477,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444496477,77777,4/1/2020,Vendido
Rowendy Canword,3259920,4/3/2020,16830,20,1,-,1,9,11,5,6,6,3,4,5,3972,443357256,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443357256,3259920,4/3/2020,Vendido
Lars Graf von BlÃ¼cher-Altona,750000,4/1/2020,8760,20,1,-,1,3,8,3,9,4,1,6,7,1356,443385746,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443385746,250000,2/6/2020,Sin Vender
Birger Singerl,2500000,4/3/2020,10680,20,2,-,1,2,10,4,9,3,4,6,6,2316,445790767,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=445790767,430000,12/12/2019,Sin Vender
Andrei Preda,2100000,4/3/2020,15080,20,2,-,1,9,11,3,5,4,1,3,5,5556,443310790,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443310790,599000,5/5/2019,Sin Vender
Zsombor Hatvani,750000,4/2/2020,9990,20,3,Quick,1,3,8,7,9,2,2,8,7,1044,443410535,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443410535,847000,4/2/2020,Vendido
Diego Serrano Ezquerra,1900000,4/3/2020,15860,20,3,-,1,3,10,3,10,4,1,6,7,2388,443309122,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443309122,918000,11/25/2019,Sin Vender
Marek Balatka,0,4/3/2020,13790,20,3,-,1,4,10,4,9,4,2,7,7,2028,443322552,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443322552,992000,4/2/2020,Sin Vender
Massimiliano Striano,5000000,4/3/2020,26330,20,3,Powerful,1,3,10,5,11,4,2,7,6,3780,443306472,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443306472,1144000,11/25/2019,Sin Vender
Otto Tiainen,3000,4/6/2020,2300,20,4,Technical,1,5,7,6,5,5,2,8,7,444,444893332,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444893332,31000,4/6/2020,Vendido
Hagen Godeke,127500,3/31/2020,7090,20,6,-,1,4,8,5,9,4,4,6,7,876,443806727,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443806727,244000,3/31/2020,Vendido
Mohamed Abdou,2000,4/5/2020,17180,20,6,Head,1,4,11,3,8,7,2,6,6,3828,442982211,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442982211,2095000,4/4/2020,Sin Vender
WacÅ‚aw Mulawka,1000000,4/1/2020,12250,20,7,-,1,4,10,3,8,4,1,6,6,2604,443390743,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443390743,1000004,4/1/2020,Vendido
Noak Forsgren,275000,4/5/2020,4570,20,7,Powerful,1,6,8,5,8,4,3,4,7,876,447100254,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447100254,31000,11/4/2019,Sin Vender
Amado MuÃ±oz,866000,4/5/2020,9580,20,7,-,1,2,10,2,8,3,5,8,7,2124,443902416,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443902416,866000,4/4/2020,Sin Vender
Ahmed Thorif Mohamed Thaufeeq,248880,4/5/2020,43950,20,7,Head,1,3,10,10,9,10,1,5,6,2652,442802769,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442802769,8160000,4/4/2020,Sin Vender
Jairo Alayza,287500,4/2/2020,7250,20,8,-,1,3,8,6,8,3,2,5,8,684,442940748,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442940748,215000,2/3/2020,Sin Vender
German Boltenko,2200000,4/3/2020,14330,20,8,-,1,9,11,3,5,6,1,3,5,4524,442977584,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442977584,275000,5/5/2019,Sin Vender
Alejandro Marsans,2500000,4/6/2020,25770,20,9,-,1,4,13,4,6,4,2,6,7,10500,443002604,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443002604,63000,4/30/2019,Sin Vender
Joachim Patteeuw,1000,4/3/2020,1520,20,10,Technical,1,4,7,2,6,4,5,4,6,492,444307264,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444307264,1000,4/3/2020,Vendido
Fausto Micale,1500000,4/3/2020,12210,20,13,Unpredictable,2,3,11,3,8,4,3,6,6,3780,442957345,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442957345,850000,12/9/2019,Sin Vender
Norbert Vanlaethem,800000,4/4/2020,5830,20,14,-,1,2,9,8,6,4,4,5,8,1140,443311994,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443311994,816000,4/4/2020,Vendido
Fabio Leuchi,1000000,4/6/2020,10540,20,14,Unpredictable,1,2,10,3,9,4,4,5,7,2076,443724604,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443724604,377000,11/5/2019,Sin Vender
Ben Berg,5365000,4/5/2020,50420,20,14,Quick,1,6,13,7,6,4,2,7,8,15108,442947451,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442947451,904000,4/25/2019,Sin Vender
Calogero Cuccureddu,1900000,4/6/2020,14550,20,15,-,1,6,9,4,10,3,1,6,7,1764,443414788,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443414788,1717000,11/29/2019,Sin Vender
Zygfryd Panusz,20000,4/3/2020,4630,20,16,-,1,2,8,3,8,5,3,6,6,780,442864593,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442864593,111000,4/2/2020,Sin Vender
Guillermo AnÃ­bal Wilhem,413000,4/4/2020,4820,20,17,Quick,1,3,10,4,6,4,3,6,7,1404,444884996,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444884996,422000,4/4/2020,Vendido
LÃ©o Magat,323000,4/3/2020,16370,20,17,-,1,4,7,3,11,4,4,5,7,3372,443305857,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443305857,451000,4/3/2020,Vendido
Paolo Avella,2100000,4/3/2020,14660,20,17,-,1,9,11,3,5,6,4,4,5,4356,442973382,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442973382,2100000,4/3/2020,Vendido
Naum Kompanets,375000,4/6/2020,6460,20,17,-,1,3,9,5,7,3,2,7,7,948,446983111,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446983111,1000,10/29/2019,Sin Vender
Joona Heininen,2499000,4/4/2020,10130,20,17,-,1,9,9,3,5,2,2,7,8,1380,444588533,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444588533,864000,3/30/2020,Sin Vender
Marko Fexa,4000010,4/4/2020,31230,20,21,-,2,7,13,5,7,2,2,4,7,10884,442874856,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442874856,4000010,4/4/2020,Vendido
Jannik Lindhardt,250000,4/1/2020,5690,20,21,Powerful,1,4,8,4,8,3,3,4,9,852,444528487,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444528487,1000,7/20/2019,Sin Vender
Karl Maria Eichbichler,300000,4/1/2020,6320,20,21,-,1,5,8,3,8,7,5,6,6,732,445576051,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=445576051,408000,3/31/2020,Sin Vender
Oswald Pearman,249900,4/4/2020,6840,20,22,Unpredictable,1,8,7,4,7,3,5,7,8,684,442838600,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442838600,345000,4/4/2020,Vendido
Eduard Å ofranko,450000,4/5/2020,7040,20,22,Quick,1,4,7,7,9,2,1,7,7,852,443835848,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443835848,450000,4/5/2020,Vendido
Aurelian Cucuteanu,400000,3/31/2020,10710,20,22,-,2,5,7,3,9,7,4,8,7,900,446661496,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446661496,501000,3/31/2020,Vendido
Khariton Karabanov,1000001,4/4/2020,14000,20,22,Powerful,1,3,9,7,9,4,3,6,7,1668,442810900,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442810900,1042000,4/4/2020,Vendido
Felix Konzett,1800000,4/6/2020,16020,20,22,Head,1,3,7,5,10,9,2,6,6,1404,442898960,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442898960,1800000,4/6/2020,Vendido
Giovanbattista Calcinai,68000,4/3/2020,1680,20,23,Technical,1,4,7,4,6,2,1,8,7,444,447114992,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=447114992,70000,4/3/2020,Vendido
Viggo Bendtsen,155000,4/4/2020,4510,20,23,-,1,3,9,6,6,4,3,6,7,972,446712635,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446712635,209000,4/4/2020,Vendido
Valentino Menegazzi,1875000,4/4/2020,9670,20,23,Technical,1,4,7,10,6,3,5,5,7,1620,442813885,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442813885,1645000,3/28/2020,Sin Vender
Lucas Menant,100000,3/31/2020,6700,20,24,Quick,1,5,8,5,8,4,1,6,7,828,443832681,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443832681,108000,3/31/2020,Vendido
BolesÅ‚aw Warzecha,4187500,4/4/2020,24550,20,24,Powerful,1,9,11,3,6,2,1,6,7,4020,443768260,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443768260,2345000,3/5/2020,Sin Vender
Pavel KovÃ¡Å™,1000,4/6/2020,930,20,28,-,1,3,7,5,6,2,3,3,5,492,446517393,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446517393,1000,4/6/2020,Vendido
Leo Herwald,400000,3/31/2020,9310,20,28,-,2,3,7,2,9,7,4,7,7,996,442733455,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442733455,400000,3/31/2020,Vendido
Nitzan Sastiel,250000,3/23/2020,5360,20,28,-,1,4,8,5,8,5,4,4,7,852,442907897,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442907897,70000,7/30/2019,Sin Vender
Angelo Zuliani,12000,4/2/2020,5920,20,29,Head,1,3,8,4,8,5,1,5,7,780,442705969,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442705969,204000,4/2/2020,Vendido
æœ (Du)  å‹‡ä¼¦ (Yonglun),1000000,4/6/2020,12040,20,29,-,1,4,9,6,9,4,2,7,8,1116,442761642,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442761642,1020000,4/6/2020,Vendido
Peder Rosendal,1050000,3/30/2020,9320,20,29,-,1,4,10,3,9,3,1,4,7,2100,442646103,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442646103,1071000,4/2/2020,Vendido
Simos Rogas,5500000,4/6/2020,43010,20,30,-,1,2,11,12,6,4,1,7,7,6300,442728462,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442728462,4800000,3/23/2020,Sin Vender
Alessandro Giangiulio,599000,4/2/2020,8450,20,31,Unpredictable,1,3,10,2,8,3,2,5,7,2172,443829104,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443829104,637000,4/2/2020,Vendido
Teemu Ã„mmÃ¤npÃ¤Ã¤,112500,4/3/2020,2030,20,31,-,1,2,9,3,6,3,1,3,4,1188,444291780,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444291780,4000,7/2/2019,Sin Vender
Lukas Brauner,426000,4/6/2020,6720,20,32,Quick,1,3,10,4,7,3,4,6,7,1476,444917236,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444917236,617100,4/6/2020,Vendido
Yan Duranton,650000,4/1/2020,10810,20,32,-,2,3,11,4,8,2,1,4,6,4860,442896912,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442896912,1372000,4/1/2020,Vendido
Manoj Patil,1625000,4/4/2020,14930,20,32,Powerful,1,3,8,3,10,7,3,6,7,1644,443012811,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443012811,1403000,3/19/2020,Sin Vender
Ottaviano Conversano,6350000,4/5/2020,31900,20,33,Quick,1,4,9,3,10,9,4,6,7,2652,442696158,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442696158,1705000,4/5/2019,Sin Vender
Philipp Sperrer,750000,4/3/2020,12900,20,35,Technical,1,2,10,3,9,4,3,4,7,2772,443719513,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443719513,1204000,4/3/2020,Vendido
Raymond Egner,1500000,4/4/2020,15760,20,35,-,1,3,11,4,9,5,1,3,8,4860,442701204,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442701204,1561000,4/4/2020,Vendido
Raymond Bondhus,5000000,4/5/2020,33790,20,36,Head,1,4,13,4,8,5,2,7,6,9684,442689639,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442689639,4041240,3/14/2020,Sin Vender
Gerrit Boogaard,200000,4/4/2020,5760,20,37,-,1,6,8,4,8,4,2,6,7,876,443784721,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443784721,200000,4/4/2020,Vendido
Andrew Gatt,3315000,4/6/2020,27630,20,37,-,1,9,9,3,11,2,5,6,6,2700,442885939,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442885939,3315000,4/6/2020,Vendido
Bence BÃ¡lint,417000,4/2/2020,11310,20,39,Unpredictable,1,4,7,7,10,5,1,6,6,876,443344142,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443344142,483000,4/2/2020,Vendido
Darren Lyon,400000,4/3/2020,8470,20,39,Head,1,3,9,4,8,4,2,6,8,1140,442912688,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442912688,661000,4/3/2020,Vendido
Lajos Hergott,1990000,4/6/2020,18660,20,42,-,1,3,12,3,7,3,1,6,8,3996,442621012,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442621012,1000,3/30/2019,Sin Vender
Hasan Ã‡intay,1000000,4/5/2020,6870,20,42,-,1,8,8,5,6,2,1,5,8,780,443609917,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443609917,51000,9/29/2019,Sin Vender
Alexis Kapsalis,249000,4/6/2020,6010,20,42,Head,1,5,8,3,8,3,3,7,8,852,442643091,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442643091,85000,2/22/2020,Sin Vender
Emil HrbÃ¡Ä,903000,4/3/2020,10250,20,43,Unpredictable,2,6,9,3,7,7,8,7,7,1500,442593589,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442593589,941000,4/3/2020,Vendido
Ä°smet BaÄŸÄ±ÅŸ,790000,4/1/2020,12650,20,43,-,1,3,9,3,10,3,3,5,6,1644,442575682,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442575682,790000,3/31/2020,Sin Vender
DiÃ© Bah,7499000,4/4/2020,38600,20,45,-,2,4,13,9,6,5,4,5,7,11508,442530954,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442530954,407000,3/23/2019,Sin Vender
Reidar FjeldsbÃ¸,2350000,4/6/2020,18090,20,46,Powerful,1,9,9,5,7,4,1,7,7,1740,443350831,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443350831,2397000,4/6/2020,Vendido
Olaf Bertold Kinkel,2250000,4/6/2020,21120,20,47,-,1,5,7,10,10,2,2,8,7,1404,442904071,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442904071,2250000,4/6/2020,Vendido
Marcos Morales,150000,4/5/2020,5170,20,47,Quick,1,4,8,4,8,4,1,3,8,756,444208864,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444208864,2000,11/8/2019,Sin Vender
Giuseppe Nasi,1495000,4/6/2020,11690,20,47,-,1,3,11,2,7,5,2,5,6,2148,445312352,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=445312352,8000,9/27/2019,Sin Vender
EugÃ©nio Ponte,1090000,4/5/2020,8500,20,47,-,1,4,11,2,5,2,2,7,8,3684,444303505,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444303505,658000,3/7/2020,Sin Vender
Munkh Guyuk,1055700,4/2/2020,18320,20,47,-,1,3,12,4,8,4,2,4,7,6180,442455147,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442455147,2193000,4/1/2020,Sin Vender
JoÃ£o Pedro Franqueira,10000000,4/3/2020,52070,20,48,Technical,1,4,10,4,13,6,1,5,6,6300,442486267,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442486267,4000000,6/30/2019,Sin Vender
Alexandro Ribadeneira,5000,4/2/2020,5490,20,49,Head,1,4,7,4,8,5,5,8,7,660,443497663,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443497663,104000,4/1/2020,Sin Vender
Henrik Andersson,2500000,4/3/2020,15910,20,51,Unpredictable,1,3,10,9,6,4,5,6,8,2292,442678164,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442678164,2500000,4/3/2020,Vendido
Daniele De Magistris,2637500,4/4/2020,24350,20,51,-,1,4,11,7,8,3,1,5,7,3876,442564235,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442564235,2637500,4/4/2020,Vendido
Jeb Jones,350000,4/6/2020,2910,20,52,-,1,5,10,3,5,4,3,3,4,1668,442459987,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442459987,350000,4/6/2020,Vendido
Piatrok Shepelionak,250000,4/2/2020,7280,20,53,-,1,3,8,5,9,6,1,4,7,948,442417716,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442417716,261000,4/1/2020,Sin Vender
Iwan Discart,475000,4/3/2020,6750,20,55,Head,1,5,9,5,6,4,2,6,7,1116,443313466,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443313466,475000,4/3/2020,Vendido
Torsten SchÃ¼rhagl,850000,4/4/2020,10050,20,55,-,1,3,11,3,6,3,4,8,7,3660,443532466,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443532466,850000,4/4/2020,Vendido
Jongilizwe Mali,50000,4/5/2020,4850,20,56,Unpredictable,1,3,7,4,9,2,3,6,8,564,446635664,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446635664,19000,1/8/2020,Sin Vender
Sabatino Vesci,1950000,4/5/2020,14700,20,58,-,1,3,11,2,7,6,1,6,7,4572,442332009,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442332009,1000000,3/23/2020,Sin Vender
Isidoro Medina Almeida,2688088,4/5/2020,25230,20,58,-,1,6,12,3,6,5,2,7,7,7884,442480041,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442480041,1900000,3/13/2020,Sin Vender
Elshan Hosseini Shamsabadi,3200000,4/4/2020,31050,20,59,-,1,6,12,4,9,5,2,8,7,6372,442245668,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442245668,3200000,4/4/2020,Vendido
Warren Hegarty,850000,4/4/2020,11460,20,60,-,1,2,11,4,6,4,2,8,7,3924,443886810,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443886810,850000,4/4/2020,Vendido
WÅ‚odzimierz Wojtyra,990000,4/3/2020,16250,20,61,-,1,3,11,2,8,3,9,6,8,2460,442879232,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442879232,1052000,4/3/2020,Vendido
Svarun VoÅ¡ner,750000,4/3/2020,7550,20,61,Technical,1,3,8,5,9,2,1,7,8,828,442778801,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442778801,1000,10/20/2019,Sin Vender
Bari Yousef Njoom,714000,4/3/2020,24250,20,63,Powerful,1,3,9,5,11,4,5,7,7,2556,442432982,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442432982,1409640,4/3/2020,Vendido
Evan MacLennan,1162500,4/5/2020,14510,20,63,Technical,1,3,10,7,8,4,7,7,8,1308,442168084,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442168084,2126000,4/5/2020,Vendido
Polizois Eleutheriadis,800000,4/1/2020,10170,20,64,Quick,1,4,9,4,9,5,3,6,8,1284,443463968,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443463968,800000,4/1/2020,Vendido
Joan FornÃ©,1390000,4/4/2020,16950,20,64,Unpredictable,1,4,11,3,8,3,4,6,6,4524,442191010,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442191010,1476000,4/4/2020,Vendido
Leoncio Lavanderos,2000,4/5/2020,2520,20,65,Head,1,4,7,4,6,2,4,6,7,492,446339527,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=446339527,2501,2/16/2020,Sin Vender
Luigino Pescetto,3456000,4/3/2020,33290,20,65,-,1,5,13,3,6,3,1,7,8,6780,442243439,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442243439,2295000,12/4/2019,Sin Vender
Tommy Paulsson,100000,4/1/2020,3990,20,67,Unpredictable,1,3,8,2,8,4,2,6,7,708,445818602,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=445818602,102000,4/1/2020,Vendido
Jonathan Confais,980000,3/31/2020,11470,20,69,Potente,1,2,10,4,9,4,6,4,7,2268,444939456,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444939456,980000,3/31/2020,Vendido
Vic Woo,1020000,4/6/2020,15970,20,69,-,1,4,11,5,7,5,5,7,8,2340,442159676,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442159676,1198500,4/6/2020,Vendido
Arm Leners,3887000,4/6/2020,32780,20,69,Unpredictable,1,4,10,10,9,3,1,7,8,2388,442359004,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442359004,3965000,4/6/2020,Vendido
Juan BestuÃ©,850000,4/4/2020,12010,20,69,-,1,4,11,5,6,3,3,8,7,2868,443736231,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443736231,525300,2/24/2020,Sin Vender
Paulo Calheiros,3850000,4/5/2020,33780,20,70,Powerful,1,9,11,5,8,2,2,6,7,6036,442356380,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442356380,2040000,4/3/2019,Sin Vender
Joshua McElligott,918000,4/5/2020,24730,20,71,Unpredictable,1,4,10,10,10,4,6,3,8,2172,441755602,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441755602,5007000,4/5/2020,Vendido
Cyril Gard,700000,4/3/2020,17570,20,72,-,1,2,10,5,9,4,4,7,8,1836,442650368,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442650368,1016000,4/3/2020,Vendido
Andrea Wolfmaier,408000,4/5/2020,4710,20,73,-,1,6,7,8,8,4,4,2,6,660,445311438,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=445311438,365000,3/4/2020,Sin Vender
Manu MÃ¤Ã¤ttÃ¤,500000,4/6/2020,10020,20,74,-,1,6,10,4,6,3,6,7,8,1668,442737691,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442737691,732360,4/6/2020,Vendido
Tautginas Tylertas,936360,4/3/2020,8720,20,74,-,1,5,7,5,7,9,10,3,7,1044,443478084,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=443478084,1611000,4/3/2020,Vendido
BedÅ™ich Nedomlel,2350000,4/3/2020,23450,20,74,-,1,2,13,4,6,5,1,5,6,7500,442469308,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=442469308,2350000,4/3/2020,Vendido
Emirhan Ã–nÃ¼r,300000,4/6/2020,5650,20,74,-,1,2,8,3,7,5,2,7,7,852,444913712,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=444913712,14000,10/10/2019,Sin Vender
Gian Paolo Cappa,1000000,4/6/2020,8390,20,74,-,1,8,8,4,8,5,1,6,6,756,441750718,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441750718,125000,5/9/2019,Sin Vender
Akinkuotu Yerima,1095000,4/4/2020,17570,20,75,Unpredictable,1,4,10,5,9,2,1,7,6,3252,441747393,www.hattrick.org/goto.ashx?path=/Club/Players/Player.aspx?playerId=441747393,1117000,4/4/2020,Vendido
